kmr83,021505,2018 Spring Term,3.2,8.0,3.7,6.4
yn37,021341,2012 Fall Term,3.2,8.3,2.9,2.8
kss50,025482,2018 Fall Term,4.7,6.2,1.6,0.5
adl41,023118,2015 Fall Term,2.4,2.3,1.0,8.3
srd55,018819,2013 Fall Term,6.3,9.8,9.7,9.1
srd55,006329,2012 Fall Term,9.7,0.5,2.7,8.0
hf63,020517,2018 Fall Term,4.5,4.0,9.3,9.4
ac546,024555,2018 Fall Term,9.4,6.0,3.6,7.7
slj21,014959,2019 Spring Term,7.2,3.7,1.6,9.4
gar17,024628,2017 Fall Term,3.8,0.0,7.5,4.0
hasan03w,009579,2013 Spring Term,2.8,5.4,6.0,1.9
jdt34,011287,2015 Fall Term,8.8,1.5,6.7,0.9
jx44,005378,2018 Fall Term,2.7,6.8,9.9,9.7
ajw70,003504,2015 Fall Term,0.5,4.7,4.2,2.9
rc284,023979,2018 Spring Term,6.8,9.3,9.7,1.5
tfd7,024284,2016 Fall Term,4.9,3.4,1.9,7.7
mcf38,020871,2016 Fall Term,5.0,1.4,2.8,6.4
ams220,020328,2017 Fall Term,7.4,7.3,5.0,7.2
jms286,008071,2018 Fall Term,2.3,1.7,9.8,7.7
ceh50,007776,2013 Fall Term,7.1,8.0,3.5,4.7
cjd68,020181,2012 Fall Term,9.3,5.2,9.3,3.3
st239,019123,2019 Spring Term,0.9,5.5,9.2,5.1
sp423,008989,2016 Fall Term,8.2,5.2,1.9,6.0
ek37,009819,2018 Spring Term,8.7,7.2,5.4,6.7
ssh58,022614,2014 Spring Term,3.6,7.2,7.6,8.6
lv74,002631,2013 Spring Term,7.4,9.0,4.9,3.5
aac47,007719,2016 Spring Term,9.8,6.8,3.8,4.5
jcl62,023943,2016 Fall Term,3.4,4.3,4.7,9.1
eln11,018466,2013 Fall Term,7.6,5.4,0.9,9.0
zek2,019038,2019 Spring Term,9.2,2.0,2.0,9.3
cw249,003347,2016 Spring Term,6.6,8.0,1.0,8.7
bt97,022556,2014 Spring Term,7.2,7.8,9.8,7.0
yl506,016241,2018 Spring Term,2.5,8.1,5.2,4.6
crc62,019488,2015 Fall Term,2.6,8.4,1.1,5.5
koeni02w,022207,2015 Fall Term,2.0,4.4,9.7,0.4
ajh126,018788,2013 Fall Term,3.7,5.6,6.5,5.3
srw53,024106,2019 Spring Term,4.5,6.7,3.1,7.7
hah35,019047,2018 Spring Term,3.9,2.6,1.9,3.7
jar90,023350,2019 Spring Term,9.7,9.8,5.9,3.8
zl195,019273,2014 Spring Term,8.8,8.0,9.6,4.2
nem15,002685,2014 Fall Term,9.5,2.0,0.9,2.7
bjj17,016277,2017 Spring Term,4.4,1.4,0.5,9.3
ecc44,022902,2016 Fall Term,7.7,2.2,0.7,3.2
wrq2,023050,2018 Spring Term,6.1,1.9,0.2,9.3
swj9,018528,2016 Spring Term,2.1,9.2,5.5,2.4
ls312,006233,2014 Fall Term,8.0,1.6,9.7,1.1
hfw10,024449,2019 Spring Term,2.0,8.3,9.7,5.5
edc26,020594,2015 Fall Term,1.1,6.1,1.0,6.5
tcl25,013331,2018 Spring Term,6.5,4.3,5.8,7.7
sl498,024932,2018 Spring Term,0.3,4.8,4.0,9.4
ek116,022446,2015 Spring Term,1.4,4.3,9.4,2.5
klc91,023580,2015 Fall Term,5.7,1.1,4.8,1.0
cm453,015643,2016 Fall Term,8.6,3.5,0.5,1.8
yy191,020791,2013 Spring Term,0.2,9.0,1.2,3.1
nec16,019926,2017 Fall Term,7.6,9.6,4.8,9.8
xc128,024695,2018 Fall Term,2.0,6.4,9.6,0.1
fakad02w,022308,2013 Fall Term,7.1,4.3,6.0,3.1
sz160,017491,2016 Fall Term,4.9,3.3,8.8,7.5
mmk64,003299,2019 Spring Term,7.4,3.8,2.4,4.8
isn3,007074,2018 Spring Term,7.5,5.2,4.1,3.6
lln9,021052,2018 Spring Term,5.7,0.4,0.6,5.7
pht10,017309,2012 Fall Term,7.9,8.7,0.8,7.2
sns37,023923,2018 Fall Term,3.0,8.3,1.6,6.3
rb310,001344,2012 Fall Term,1.9,0.3,9.8,0.0
ema36,008851,2017 Fall Term,0.9,2.6,6.3,0.3
ccs63,017300,2013 Fall Term,6.2,5.3,5.8,1.7
bjr39,019929,2015 Fall Term,9.6,1.8,7.7,9.1
anr44,012704,2018 Fall Term,6.1,3.2,9.9,9.3
kps29,001043,2016 Fall Term,1.7,4.8,9.9,4.1
smo43,022292,2016 Fall Term,2.0,1.6,6.7,2.2
yc195,018774,2014 Fall Term,4.7,6.8,7.4,3.7
cjf32,023056,2017 Fall Term,1.0,4.0,1.9,0.7
acf31,024549,2018 Spring Term,6.8,3.6,5.2,8.9
yl506,018245,2017 Fall Term,3.6,7.1,2.0,1.2
rlm78,023917,2017 Fall Term,1.3,0.6,3.7,5.7
sjb84,002579,2016 Fall Term,9.8,3.6,5.6,2.3
shah10w,024282,2018 Spring Term,0.7,1.9,9.2,7.2
og34,010552,2018 Spring Term,7.2,7.9,6.7,1.2
mdm95,008538,2019 Spring Term,1.1,4.3,0.0,8.0
agh22,017510,2012 Fall Term,8.1,1.7,3.0,1.8
hgm11,019342,2014 Fall Term,9.6,8.8,1.5,4.8
cgb35,018035,2013 Spring Term,6.6,7.0,3.5,6.7
xz233,025361,2018 Fall Term,6.2,9.6,8.0,2.5
ch289,022208,2014 Spring Term,7.6,4.3,7.3,5.7
rhh18,001702,2016 Fall Term,8.0,1.7,6.3,0.0
kb288,024465,2017 Spring Term,0.9,0.6,1.8,4.6
pvg,024189,2018 Spring Term,0.4,0.5,3.8,8.7
rjp42,022215,2013 Fall Term,0.1,1.6,4.4,6.5
mih13,019514,2013 Fall Term,2.4,0.9,5.9,8.4
aaw39,020495,2014 Fall Term,5.7,9.8,9.0,5.0
amw77,007772,2015 Spring Term,5.5,6.4,0.5,0.7
mas113,005816,2012 Fall Term,2.7,6.3,6.1,6.2
knf10,024338,2018 Fall Term,4.5,7.5,9.5,2.6
asl61,022547,2018 Fall Term,8.1,9.9,4.7,5.6
ccc57,001470,2016 Fall Term,0.1,5.6,6.4,2.0
bll30,019814,2014 Spring Term,7.1,9.7,2.8,3.0
vid,021453,2016 Spring Term,5.3,1.1,8.9,5.6
fox03w,002629,2012 Fall Term,9.1,2.3,6.7,2.6
lmg61,007200,2018 Fall Term,6.4,7.7,7.5,6.4
zn17,022554,2016 Fall Term,0.4,4.4,7.5,7.3
taa24,023709,2016 Spring Term,3.2,1.4,4.3,2.8
lns23,013827,2018 Fall Term,8.6,0.3,5.2,9.5
ba116,014871,2015 Fall Term,8.7,7.7,0.9,3.6
cas112,003562,2019 Spring Term,2.6,9.5,1.6,0.3
sl500,009973,2017 Spring Term,0.6,1.2,5.6,3.0
jms255,001666,2017 Spring Term,6.2,3.4,1.4,2.5
wd44,019344,2012 Fall Term,4.1,5.4,2.7,1.1
pz28,017065,2015 Spring Term,1.4,6.3,0.3,0.3
mm555,020180,2014 Fall Term,6.3,5.0,2.2,8.5
ajv20,001669,2013 Spring Term,6.5,5.8,5.5,0.6
nat15,023896,2019 Spring Term,3.0,1.4,9.1,3.5
rd172,019581,2017 Spring Term,6.9,6.2,8.1,9.9
jma102,001498,2013 Fall Term,0.2,7.4,1.4,9.7
nsw20,015768,2017 Spring Term,7.6,7.1,8.2,9.0
cmg88,022909,2016 Spring Term,7.8,1.7,9.0,9.1
aam84,006863,2014 Spring Term,6.8,3.4,5.9,3.9
ajv16,008867,2017 Fall Term,9.1,5.6,6.3,4.5
xx50,002957,2017 Fall Term,3.9,7.6,4.0,5.3
ds452,025172,2018 Spring Term,1.0,3.3,9.8,1.3
tmr28,019233,2013 Spring Term,1.2,8.5,9.1,9.0
daw50,007891,2017 Spring Term,1.0,7.2,5.4,6.4
dsj8,017620,2019 Spring Term,6.5,3.1,2.6,8.3
ns226,023225,2015 Fall Term,4.7,3.9,8.4,7.9
tno2,022251,2013 Fall Term,4.8,8.1,4.0,8.5
cjf44,002604,2013 Fall Term,4.3,5.4,2.2,6.6
ct180,006449,2012 Fall Term,6.8,8.9,9.8,9.6
oio2,004016,2016 Fall Term,4.7,8.6,5.3,6.9
dg187,000689,2018 Fall Term,1.4,2.9,3.8,9.2
rt125,004507,2017 Spring Term,7.2,3.3,6.2,0.0
ahz2,006455,2018 Spring Term,4.9,4.5,1.4,0.9
rk214,020356,2018 Fall Term,7.7,8.8,9.0,4.4
ap369,018552,2016 Spring Term,1.4,7.1,0.5,8.3
sh390,025052,2018 Spring Term,9.2,7.1,2.8,1.4
hj103,021692,2014 Spring Term,6.9,8.5,2.3,1.4
dc297,023989,2018 Spring Term,9.7,1.3,2.8,1.9
ap375,010378,2018 Spring Term,9.0,1.5,8.6,0.2
rwf11,020853,2017 Fall Term,2.1,5.6,5.4,2.0
djy3,007189,2014 Spring Term,8.3,3.4,9.5,2.5
adf35,016342,2018 Spring Term,8.7,6.2,8.9,5.0
nsc17,017308,2016 Fall Term,4.7,6.4,3.9,8.8
dmb83,019776,2014 Spring Term,3.4,3.3,1.9,7.5
jhl51,005137,2016 Fall Term,8.7,5.7,4.4,7.9
tpo5,024404,2017 Spring Term,1.6,2.5,5.5,9.3
sjk33,020378,2015 Spring Term,7.1,9.3,4.4,9.0
jx75,018500,2014 Spring Term,8.4,9.9,3.5,5.9
jhl40,004567,2012 Fall Term,8.8,6.1,8.5,4.5
jm521,014377,2016 Spring Term,1.6,0.9,7.9,0.6
lc307,024684,2017 Fall Term,9.2,4.1,5.8,5.2
tan20,020040,2014 Fall Term,5.1,3.0,9.2,3.9
zrm4,022021,2013 Fall Term,1.1,3.7,1.6,6.8
mfb33,004879,2014 Spring Term,6.1,4.2,4.3,8.8
ra189,006547,2018 Fall Term,5.8,8.3,3.1,9.3
cfg11,002178,2014 Spring Term,9.1,3.9,7.5,8.3
cy81,021341,2017 Fall Term,7.3,8.2,3.5,0.1
zh87,019780,2019 Spring Term,6.1,7.9,2.7,9.4
cmj42,008199,2018 Fall Term,9.2,5.0,8.3,8.4
tgj5,009848,2014 Fall Term,6.6,8.8,8.7,2.2
jct41,004488,2015 Spring Term,1.9,9.6,3.4,8.8
wardl003,002618,2013 Spring Term,2.4,2.5,3.5,9.3
cmm157,022603,2018 Spring Term,3.1,7.7,9.9,8.6
lag66,020444,2017 Spring Term,2.3,2.8,6.4,4.2
slh82,025510,2018 Fall Term,1.3,8.5,2.4,0.6
kwz3,019369,2017 Fall Term,9.7,1.0,4.1,5.7
nl152,003559,2016 Spring Term,3.2,4.4,3.1,0.2
abb70,022837,2016 Spring Term,1.3,0.9,9.6,2.7
it18,017364,2013 Spring Term,0.6,6.5,1.7,6.5
sml89,018919,2013 Fall Term,0.8,0.5,2.1,2.1
lp141,014927,2017 Fall Term,7.5,2.6,5.2,3.6
ah412,021163,2012 Fall Term,9.3,4.5,6.3,9.0
hk237,018241,2015 Spring Term,1.1,7.1,8.4,5.4
ss570,007125,2012 Fall Term,9.6,6.4,8.4,9.6
cgn10,003607,2015 Fall Term,9.2,4.4,4.7,6.6
jnh28,014603,2019 Spring Term,9.6,6.9,1.6,9.5
bms59,022544,2019 Spring Term,3.1,8.2,8.3,7.2
sh367,023678,2018 Fall Term,5.5,6.6,4.2,6.2
tjh44,000999,2014 Fall Term,4.4,5.9,4.0,4.6
clh95,015570,2013 Spring Term,0.6,9.9,0.0,4.0
cmt73,016047,2017 Fall Term,9.7,0.9,0.0,2.8
rm333,024419,2018 Spring Term,5.6,1.9,6.8,8.1
yw166,022055,2018 Spring Term,5.9,3.7,6.0,1.4
jag97,025353,2018 Fall Term,1.2,1.0,8.3,8.9
mbi3,025009,2018 Spring Term,2.5,2.2,8.5,4.3
jas240,008825,2014 Spring Term,6.1,3.5,7.9,4.2
abs63,017360,2017 Spring Term,8.8,6.4,3.0,5.0
xz235,024169,2018 Fall Term,2.2,4.9,6.6,5.7
lah110,023105,2016 Spring Term,2.9,0.1,3.4,4.9
crm80,024386,2017 Fall Term,6.6,9.8,7.5,9.4
kl252,020097,2018 Spring Term,2.7,7.9,5.5,0.5
hk239,003912,2016 Spring Term,9.2,4.0,2.0,2.2
mjs132,023390,2019 Spring Term,4.3,8.6,6.7,5.5
nas55,017112,2017 Spring Term,6.7,8.4,1.6,1.0
ja287,015497,2014 Spring Term,3.9,0.8,3.0,4.0
xl226,006965,2013 Spring Term,0.7,0.2,4.7,4.7
ckw20,012637,2016 Fall Term,5.8,8.9,9.7,1.1
ar483,008234,Pope McCorkle',7.9,4.1,6.8,7.0
tjh44,006931,2014 Spring Term,1.7,8.7,4.0,2.6
mw393,024408,2017 Spring Term,6.9,6.8,5.1,3.4
jml120,023054,2015 Fall Term,6.9,3.9,9.7,3.8
mac140,021603,2013 Spring Term,7.9,8.9,1.7,0.5
ld161,025107,2018 Spring Term,3.8,1.9,1.5,2.1
jw495,019042,2013 Spring Term,8.3,9.5,7.6,6.7
lng11,014153,2014 Fall Term,9.6,0.3,1.0,5.3
sc363,023486,2018 Spring Term,8.8,7.5,9.3,3.2
ay64,020372,2012 Fall Term,7.8,0.0,7.0,8.9
aha19,002692,2017 Spring Term,8.6,6.7,7.4,5.5
mhb43,003570,2019 Spring Term,1.7,0.4,8.4,8.9
aes120,007002,2017 Spring Term,5.9,7.1,1.2,0.3
wdg11,020491,2013 Spring Term,4.2,3.5,3.4,1.1
pcv3,020833,2015 Spring Term,3.5,7.4,1.7,3.5
azh3,019536,2017 Spring Term,1.7,7.9,6.0,0.5
rmf32,023939,2017 Spring Term,6.6,4.1,3.3,0.6
nad20,021375,2014 Fall Term,8.8,2.1,9.9,2.8
tqv,017448,2013 Fall Term,9.2,8.8,8.8,1.8
er142,005137,2013 Fall Term,3.4,3.3,8.2,3.3
yl553,022771,2014 Fall Term,4.9,0.4,3.0,1.0
cw245,019913,2015 Fall Term,7.1,2.6,1.9,9.7
slf39,008420,2013 Spring Term,7.6,7.3,1.6,5.9
aam84,025277,2019 Spring Term,5.0,0.6,0.0,8.5
bf66,011623,2013 Spring Term,4.0,1.7,9.9,2.8
eh192,023206,2016 Spring Term,7.2,0.1,1.7,9.4
ak444,003775,2014 Fall Term,0.0,2.0,5.2,9.9
nos3,007316,2017 Fall Term,0.6,8.0,1.7,4.6
rmb80,013676,2015 Fall Term,1.4,4.4,5.3,5.6
rm173,023908,2016 Fall Term,4.3,2.0,2.1,7.5
pk163,013557,2013 Spring Term,6.3,3.5,3.3,2.2
nn74,008282,2012 Fall Term,4.0,8.5,2.8,7.3
sh351,004748,2013 Spring Term,5.5,6.2,8.9,7.1
bb228,023488,2018 Fall Term,3.2,0.4,0.8,9.0
cjh68,012940,2017 Spring Term,7.6,4.5,7.7,9.3
rjc51,001700,2017 Fall Term,3.8,9.1,1.3,9.9
pdk14,021860,2016 Fall Term,2.7,1.3,7.4,2.3
mss91,023764,2018 Fall Term,0.7,0.1,2.5,8.8
adw63,019471,2017 Fall Term,6.3,9.1,4.9,4.6
sw221,021548,2016 Spring Term,0.3,4.1,5.9,5.6
fbc4,023659,2015 Fall Term,8.2,4.1,8.7,1.5
tnk3,021753,2018 Fall Term,7.6,1.0,0.2,0.4
arb123,008677,2016 Spring Term,7.0,5.7,6.1,7.7
ss976,002693,2016 Fall Term,7.8,8.0,5.4,2.1
eap42,022192,2013 Fall Term,5.4,6.5,8.9,2.5
mrb72,019625,2013 Fall Term,7.7,3.4,1.1,4.8
jaj56,001397,2016 Spring Term,8.1,8.4,6.8,7.0
jhg32,022913,2017 Fall Term,6.2,7.4,8.0,2.9
shen03c,006868,2018 Fall Term,2.6,7.1,7.0,7.5
jnl15,008514,2016 Spring Term,4.2,3.2,1.2,2.3
jsh63,020479,2013 Spring Term,2.2,3.2,5.6,0.2
seb113,015353,2018 Spring Term,5.2,9.8,6.6,3.1
lmd59,020495,2012 Fall Term,1.5,8.6,5.5,8.2
sjt25,015194,2016 Fall Term,5.9,5.0,3.3,2.4
kms164,014767,2016 Spring Term,4.6,5.0,8.3,4.7
bmc41,001702,2016 Spring Term,7.1,0.2,6.7,3.6
nmm10,016093,2012 Fall Term,5.7,4.8,6.8,4.5
el116,001543,2013 Spring Term,6.4,4.0,0.8,7.4
tw219,019436,2016 Fall Term,5.6,3.7,0.1,1.4
idm8,015768,2019 Spring Term,0.3,1.6,6.1,8.4
mnh22,021792,2015 Spring Term,4.0,1.3,6.7,4.9
mg365,018842,2017 Spring Term,9.5,6.5,0.5,7.3
nn74,017195,2015 Fall Term,4.0,7.3,5.8,9.6
bwh25,013004,2015 Spring Term,6.8,4.1,2.2,4.7
rkb15,009817,2015 Fall Term,3.7,8.7,0.0,6.4
etl6,009561,2017 Spring Term,8.5,2.3,2.9,7.5
dnl6,010112,2013 Fall Term,1.5,7.8,9.7,0.6
mag85,023206,2015 Spring Term,1.3,2.5,1.9,2.8
cl312,023405,2018 Spring Term,0.6,1.8,2.2,8.5
gjb24,015257,2012 Fall Term,9.6,6.6,2.7,3.1
jmk113,003314,2018 Fall Term,0.6,6.8,1.7,8.7
ym137,008280,2018 Fall Term,8.3,5.7,6.8,3.5
rg246,020314,2016 Fall Term,8.6,0.8,0.8,1.4
kmw79,023125,2015 Spring Term,3.9,7.0,7.4,8.3
ah430,001681,2017 Fall Term,2.9,2.0,6.4,2.3
js852,006546,2017 Fall Term,2.5,5.9,0.3,3.9
yl566,019005,2012 Fall Term,9.1,0.2,5.4,3.2
jk363,016817,2015 Fall Term,6.1,1.1,9.4,3.2
mem111,018603,2016 Fall Term,9.2,3.5,3.3,4.8
ccd31,012979,2016 Fall Term,2.8,3.4,4.2,2.4
sat49,010232,2013 Spring Term,4.8,9.3,1.3,6.1
nk150,020331,2015 Spring Term,2.1,6.2,8.4,0.1
pmt15,015665,2016 Spring Term,7.6,9.8,2.4,7.8
jo90,013691,2015 Fall Term,0.9,7.1,0.3,9.8
eap57,018250,2017 Fall Term,9.8,7.1,2.4,6.2
cal97,023846,2017 Spring Term,8.8,9.5,2.9,3.0
rq5,008225,2013 Fall Term,2.7,1.5,2.2,2.7
rh235,020543,2016 Fall Term,9.7,5.9,4.7,1.9
mel75,008088,2018 Spring Term,8.2,7.4,8.4,5.4
zaczk02w,023682,2017 Fall Term,4.4,3.8,9.5,3.5
ledig02c,003739,2015 Fall Term,9.8,0.9,9.6,0.9
ams231,016656,2013 Spring Term,4.1,2.5,7.9,0.2
am533,024775,2019 Spring Term,3.3,3.2,7.9,7.3
mz93,023311,2017 Spring Term,5.6,6.1,3.5,0.0
za31,023799,2018 Spring Term,7.8,5.4,1.5,5.4
vergh02w,019227,2017 Spring Term,2.9,8.2,4.0,5.9
bp125,012662,2012 Fall Term,4.2,6.8,5.2,6.7
dsh47,008886,2014 Fall Term,2.6,3.5,0.4,0.6
ler30,025498,2018 Fall Term,7.3,7.5,5.5,7.4
jnr24,005121,2013 Fall Term,6.7,3.3,1.8,1.8
hs178,014310,2013 Fall Term,2.1,5.4,9.8,0.0
nec16,025536,2018 Fall Term,7.1,3.6,7.0,1.3
sgp14,021121,2012 Fall Term,3.2,3.4,1.0,6.4
ndm15,025425,2018 Fall Term,8.3,8.5,6.1,0.9
jmm228,004674,2012 Fall Term,2.3,8.9,5.8,2.1
qp7,007083,2014 Spring Term,0.0,3.6,0.1,2.1
yl299,025049,2019 Spring Term,3.5,3.5,6.2,4.4
omw5,006166,2018 Fall Term,5.3,3.0,3.6,7.4
al380,023600,2019 Spring Term,2.3,5.9,4.5,8.5
enb19,023642,2018 Fall Term,7.2,8.3,6.2,3.0
kmw79,016025,2017 Fall Term,8.0,2.8,7.3,4.0
nrs30,002685,2016 Fall Term,8.6,3.5,1.3,7.0
psl14,002671,2017 Spring Term,6.2,7.9,0.7,4.5
adn22,003993,2016 Fall Term,2.9,5.6,2.9,1.8
cne8,020327,2012 Fall Term,1.3,1.0,2.0,5.6
ao87,008156,2019 Spring Term,2.0,9.4,9.0,3.8
mrk37,021830,2015 Spring Term,8.1,4.1,3.4,5.1
cab134,023739,2018 Fall Term,0.2,7.7,5.6,0.0
blg19,012639,2017 Fall Term,2.4,3.6,2.7,8.0
mrd51,019130,2017 Fall Term,4.5,6.3,4.3,9.5
ps236,024636,2017 Fall Term,8.3,7.5,5.8,2.5
tww18,012868,2017 Spring Term,7.4,9.6,0.8,3.9
aar26,000507,2019 Spring Term,8.8,2.1,1.7,4.1
shata02g,022559,2015 Spring Term,2.0,6.1,9.0,8.7
cc598,021544,2015 Fall Term,2.2,3.9,1.4,9.2
egl15,020372,2014 Fall Term,9.0,5.6,0.4,3.0
sd272,025254,2018 Fall Term,1.6,9.3,5.3,6.1
jl643,008062,2015 Fall Term,4.9,9.4,1.1,8.3
kh355,001682,2017 Fall Term,2.9,6.9,8.1,6.3
shm25,023049,2017 Spring Term,2.7,1.0,0.5,4.7
yy225,024461,2017 Spring Term,1.3,7.8,7.7,3.5
nw90,006073,2015 Fall Term,6.5,1.6,7.1,6.2
tgk7,009835,2018 Fall Term,0.5,0.6,0.8,5.7
gpc7,017411,2012 Fall Term,5.0,7.7,5.8,4.2
sc529,021528,2013 Fall Term,6.2,9.9,4.4,7.4
eam84,003296,2016 Spring Term,7.9,4.1,0.5,0.1
be48,016000,2019 Spring Term,6.2,1.8,2.2,7.4
vsk10,003720,2015 Fall Term,7.4,7.0,2.5,6.3
nm146,022787,2015 Spring Term,2.4,8.6,9.1,4.2
