1004,LEADERSHIP LABORATORY,AEROSCI, 99L,2018 Spring Term,None,Th 3:05PM - 5:05PM,Trent Hall 040,Andrea R. Callies: Jody Ross Wood: Leia Teresa Wright,
1004,LEADERSHIP LABORATORY,AEROSCI, 99L,2018 Fall Term,None,Th 3:05PM - 5:05PM,Trent Hall 040,Andrea R. Callies: Jody Ross Wood: Leia Teresa Wright,
1004,LEADERSHIP LABORATORY,AEROSCI, 99L,2019 Spring Term,None,Th 3:05PM - 5:05PM,Trent Hall 040,Andrea R. Callies: Jody Ross Wood: Leia Teresa Wright,
18277,HERITAGE/VALUES US AIR FORCE,AEROSCI,101,2017 Fall Term,None,Th 1:40PM - 2:40PM,Trent Hall 242,Andrea R. Callies: Jody Ross Wood: Leia Teresa Wright,
18277,HERITAGE/VALUES US AIR FORCE,AEROSCI,101,2018 Fall Term,None,Th 1:40PM - 2:40PM,Trent Hall 242,Andrea R. Callies: Jody Ross Wood: Leia Teresa Wright,
18276,HERITAGE/VALUES US AIR FORCE,AEROSCI,102,2018 Spring Term,None,Th 1:40PM - 2:40PM,Trent Hall 242,Andrea R. Callies: Jody Ross Wood: Leia Teresa Wright,
18276,HERITAGE/VALUES US AIR FORCE,AEROSCI,102,2019 Spring Term,None,Th 1:40PM - 2:40PM,Trent Hall 242,Andrea R. Callies: Jody Ross Wood: Leia Teresa Wright,
1006,TEAM & LEADERSHIP FUNDAMENTALS,AEROSCI,201,2017 Fall Term,None,Tu 8:45AM - 9:50AM,Trent Hall 242,Jody Ross Wood: Leia Teresa Wright,STS
1006,TEAM & LEADERSHIP FUNDAMENTALS,AEROSCI,201,2018 Fall Term,None,Tu 8:45AM - 9:50AM,Trent Hall 242,Jesse Warner Hunt: Jody Ross Wood: Leia Teresa Wright,STS
18275,TEAM & LEADERSHIP FUNDAMENTALS,AEROSCI,202,2018 Spring Term,None,Tu 8:45AM - 9:50AM,Trent Hall 242,Jody Ross Wood: Leia Teresa Wright,STS
18275,TEAM & LEADERSHIP FUNDAMENTALS,AEROSCI,202,2019 Spring Term,None,Tu 8:45AM - 9:50AM,Trent Hall 242,Jesse Warner Hunt: Jody Ross Wood: Leia Teresa Wright,STS
18029,FIRST YEAR SEMINAR (TOP),AMI, 89S,2017 Fall Term,Prereq: First year: First year with exception or Transfer students only,WF 3:05PM - 4:20PM,Social Sciences 107,Gustavo PT Furtado,S:ALP:CCI
18029,FIRST YEAR SEMINAR (TOP),AMI, 89S,2018 Fall Term,Prereq: First year: First year with exception or Transfer students only,TuTh 3:05PM - 4:20PM,Languages 305,Gustavo PT Furtado,S:ALP:CCI
19765,INTRO ARTS OF THE MOVING IMAGE,AMI,101,2017 Fall Term,None,M 4:40PM - 7:40PM,West Duke 202,Lisa M McCarty,ALP
19765,INTRO ARTS OF THE MOVING IMAGE,AMI,101,2018 Spring Term,None,M 3:05PM - 6:30PM,Carr 103,Alexander Michael Cunningham,ALP
19765,INTRO ARTS OF THE MOVING IMAGE,AMI,101,2019 Spring Term,None,M 10:05AM - 1:05PM,Rubenstein Arts Film Theater,Alexander Michael Cunningham,ALP
24999,EXPERIMENTAL SCULPTURE,AMI,135,2018 Fall Term,None,Tu 1:40PM - 4:10PM,Smith Warehouse Bay 9 A285,William Seaman,ALP
24426,AUDIOVISUAL CULTURES,AMI,141S,2018 Spring Term,None,W 10:05AM - 12:35PM,Franklin Center 230,Guo-Juin Hong,S:ALP:CCI:CZ
18477,TOPICS IN AMER CHRISTIANITY,AMXTIAN,790,2018 Spring Term,None,M 5:30PM - 8:00PM,Westbrook 0015,Catherine C Bowler,
210,AMERICAN METHODISM,AMXTIAN,800,2018 Fall Term,None,Th 8:30AM - 11:00AM,Westbrook 031,Russell E Richey,S
210,AMERICAN METHODISM,AMXTIAN,800,2019 Spring Term,None,W 8:30AM - 11:00AM,TBA,Russell E Richey,S
20527,PROSPERITY GOSPEL IN AMERICA,AMXTIAN,801,2017 Fall Term,None,M 5:30PM - 8:00PM,Langford 042,Catherine C Bowler,S
513,INTERMEDIATE ARABIC,ARABIC,204,2018 Spring Term,None,MW 8:30AM - 9:45AM,Trent Hall 039A,Cheikh Saadbouh Cheikh Abdi Vall,CZ:FL
513,INTERMEDIATE ARABIC,ARABIC,204,2019 Spring Term,None,MW 8:30AM - 9:45AM,Trent Hall 142,Maha Houssami,CZ:FL
529,FIRST-YEAR SEMINAR (TOP),ARTHIST, 89S,2018 Spring Term,Prereq: First year: First year with exception or Transfer students only,TuTh 1:25PM - 2:40PM,Smith Warehouse Bay 9 A290,Maurizio Forte,S:CZ
529,FIRST-YEAR SEMINAR (TOP),ARTHIST, 89S,2018 Fall Term,Prereq: First year: First year with exception or Transfer students only,MW 8:30AM - 9:45AM,Smith Warehouse Bay 12 A228,Edward Triplett,S:ALP:CCI:CZ
529,FIRST-YEAR SEMINAR (TOP),ARTHIST, 89S,2019 Spring Term,Prereq: First year: First year with exception or Transfer students only,W 11:45AM - 2:15PM,Smith Warehouse Bay 11 A233,Kristin L Huffman,S
24774,FIRST-YEAR SEMINAR (TOP),ARTS&SCI, 89S,2017 Fall Term,None,TuTh 1:25PM - 2:40PM,See Instructor/Department,Christian Paul Ferney: Denise K Comer,S:ALP:EI:SS:W
964,FIRST-YEAR SEMINAR (TOP),ARTSVIS, 89S,2017 Fall Term,Reserved for First Year Students Only (FYXX),W 10:05AM - 12:35PM,Smith Warehouse Bay 12 A228,William Bamberger,S:ALP
964,FIRST-YEAR SEMINAR (TOP),ARTSVIS, 89S,2018 Fall Term,Reserved for First Year Students Only (FYXX),Tu 10:05AM - 12:35PM,Smith Warehouse Bay 12 A228,William Bamberger,S
19765,INTRO ARTS OF THE MOVING IMAGE,ARTSVIS,102,2017 Fall Term,None,M 4:40PM - 7:40PM,West Duke 202,Lisa M McCarty,ALP
19765,INTRO ARTS OF THE MOVING IMAGE,ARTSVIS,102,2018 Spring Term,None,M 3:05PM - 6:30PM,Carr 103,Alexander Michael Cunningham,ALP
19765,INTRO ARTS OF THE MOVING IMAGE,ARTSVIS,102,2019 Spring Term,None,M 10:05AM - 1:05PM,Rubenstein Arts Film Theater,Alexander Michael Cunningham,ALP
13815,INTRO TO B&W PHOTOGRAPHY,ARTSVIS,115S,2017 Fall Term,None,WF 10:05AM - 12:35PM,Bridges House 201,Mary Sharp,S:ALP
13815,INTRO TO B&W PHOTOGRAPHY,ARTSVIS,115S,2018 Spring Term,None,M 10:20AM - 11:10AM,Bridges House 201,Mary Sharp,S:ALP
13815,INTRO TO B&W PHOTOGRAPHY,ARTSVIS,115S,2018 Fall Term,None,M 10:05AM - 11:20AM,Bridges House 201,Mary Sharp,S:ALP
13815,INTRO TO B&W PHOTOGRAPHY,ARTSVIS,115S,2019 Spring Term,None,W 10:20AM - 11:10AM,Bridges House 201,Mary Sharp,S:ALP
1282,BAYESIAN INFERENCE & DEC,BA,910,2019 Spring Term,None,W 1:30PM - 5:30PM,Fuqua Seminar Room G,Robert L Winkler,
19643,CONV OPT,BA,911,2017 Fall Term,None,W 1:25PM - 4:00PM,Fuqua Berntsen Classroom,David Benjamin Brown,
19640,DP AND OPT CTRL,BA,912,2018 Fall Term,None,Tu 8:45AM - 11:00AM,Fuqua Berntsen Classroom,Peng Sun,
1424,THEOLOGY IN BLACK CHURCH TRAD,BCS,760,2019 Spring Term,None,M 4:00PM - 6:30PM,TBA,David E Goatley,
1424,THEOLOGY IN BLACK CHURCH TRAD,BCS,760,2019 Spring Term,None,M 4:00PM - 6:30PM,TBA,David E Goatley,
1399,INTRO BIOCHEMISTRY I,BIOCHEM,301,2017 Fall Term,None,MWF 10:05AM - 11:20AM,Bryan Center Griffith Theater,Brian E Coggins,
1399,INTRO BIOCHEMISTRY I,BIOCHEM,301,2018 Fall Term,None,MWF 10:05AM - 11:20AM,Bryan Center Griffith Theater,Brian E Coggins,
23676,COMMUNICATING SCIENCE & BIOETH,BIOETHIC,502S,2017 Fall Term,None,MW 1:25PM - 2:40PM,Erwin Mill A204,Jory Weintraub,S:STS
23922,SCIENCE AND THE MEDIA,BIOETHIC,510S,2018 Spring Term,None,TuTh 10:05AM - 11:20AM,Sanford 102,Misha Angrist,S:STS:W
23922,SCIENCE AND THE MEDIA,BIOETHIC,510S,2019 Spring Term,None,TuTh 3:05PM - 4:20PM,Gross Hall 105,Misha Angrist,S:STS:W
24349,TOPICS IN SCIENCE POLICY,BIOETHIC,591,2017 Fall Term,None,TBA,TBA,Michael Waitzkin,R:STS
24349,TOPICS IN SCIENCE POLICY,BIOETHIC,591,2018 Spring Term,None,TBA,TBA,Michael Clamann,R:STS
24349,TOPICS IN SCIENCE POLICY,BIOETHIC,591,2018 Fall Term,None,TBA,TBA,Michael Waitzkin,R:STS
24349,TOPICS IN SCIENCE POLICY,BIOETHIC,591,2019 Spring Term,None,TBA,TBA,Departmental Staff,R:STS
1461,FIRST-YEAR SEMINAR (TOP),BIOLOGY, 89S,2017 Fall Term,Prereq: First year: First year with exception or Transfer students only,TuTh 3:05PM - 4:20PM,Biological Sciences 144,Devyn Gillette: Vanessa Marie Punal,S:NS
1461,FIRST-YEAR SEMINAR (TOP),BIOLOGY, 89S,2018 Spring Term,Prereq: First year: First year with exception or Transfer students only,MW 11:45AM - 1:00PM,Perkins LINK 088 (Classroom 4),Stephen Nowicki,S:NS:STS
1461,FIRST-YEAR SEMINAR (TOP),BIOLOGY, 89S,2018 Fall Term,Prereq: First year: First year with exception or Transfer students only,TuTh 3:05PM - 5:05PM,Biological Sciences 0035,Daniele Armaleo,S:NS
1461,FIRST-YEAR SEMINAR (TOP),BIOLOGY, 89S,2019 Spring Term,Prereq: First year: First year with exception or Transfer students only,TuTh 3:05PM - 5:05PM,Biological Sciences 0035,Daniele Armaleo,S:NS
24138,EVOLUTIONARY GENOMICS,BIOLOGY,128FS,2017 Fall Term,None,W 3:05PM - 5:35PM,Physics 299,Anne D Yoder,S:NS:STS
22675,MEDICAL INSTRUMENTATION,BME,195FS,2017 Fall Term,None,TuTh 10:05AM - 11:20AM,Hudson Hall 232,Robert A Malkin,STS
22675,MEDICAL INSTRUMENTATION,BME,195FS,2018 Fall Term,None,TuTh 10:05AM - 11:20AM,Hudson Hall 218,Robert A Malkin,STS
24914,CONNECTIONS IN BRAIN & SOCIETY,BRAINSOC,395,2017 Fall Term,None,TBA,TBA,Nancy L Zucker,
24914,CONNECTIONS IN BRAIN & SOCIETY,BRAINSOC,395,2018 Spring Term,None,TBA,TBA,Christina Williams,R
24914,CONNECTIONS IN BRAIN & SOCIETY,BRAINSOC,395,2018 Fall Term,None,TBA,TBA,Kim N. McNally,R
24915,CONNECTIONS IN BRAIN & SOCIETY,BRAINSOC,395-1,2017 Fall Term,None,TBA,TBA,Nancy L Zucker,
24915,CONNECTIONS IN BRAIN & SOCIETY,BRAINSOC,395-1,2018 Spring Term,None,TBA,TBA,Departmental Staff,
24915,CONNECTIONS IN BRAIN & SOCIETY,BRAINSOC,395-1,2018 Fall Term,None,TBA,TBA,Kim N. McNally,
25029,CONNECTIONS IN BRAIN & SOC 2,BRAINSOC,396,2018 Spring Term,Prerequisite: Brain & Society 395,TBA,TBA,Nancy L Zucker,R
25029,CONNECTIONS IN BRAIN & SOC 2,BRAINSOC,396,2019 Spring Term,Prerequisite: Brain & Society 395,TBA,TBA,Kim N. McNally,R
25105,CONNECTIONS IN BRAIN & SOC 2,BRAINSOC,396-1,2018 Spring Term,None,MW 12:00AM - 12:00AM,TBA,Nancy L Zucker,
25105,CONNECTIONS IN BRAIN & SOC 2,BRAINSOC,396-1,2019 Spring Term,None,TBA,TBA,Kim N. McNally,
14567,COMP BIO SEMINAR,CBB,510S,2017 Fall Term,None,M 11:45AM - 12:30PM,French Science 4233,Paul Magwene,S
14567,COMP BIO SEMINAR,CBB,510S,2018 Spring Term,None,M 11:45AM - 12:45PM,French Science 4233,Paul Magwene,S
14567,COMP BIO SEMINAR,CBB,510S,2018 Fall Term,None,M 11:45AM - 12:30PM,French Science 4233,Paul Magwene,S
14567,COMP BIO SEMINAR,CBB,510S,2019 Spring Term,None,M 11:45AM - 12:45PM,Biological Sciences 130,Paul Magwene,S
15531,JOURNAL CLUB,CBB,511,2017 Fall Term,None,W 11:45AM - 12:45PM,French Science 4233,Timothy E Reddy,NS:R
15531,JOURNAL CLUB,CBB,511,2018 Spring Term,None,W 11:45AM - 1:00PM,French Science 4233,Timothy E Reddy,NS:R
15531,JOURNAL CLUB,CBB,511,2018 Fall Term,None,W 11:45AM - 12:45PM,Biological Sciences 144,Timothy E Reddy,NS:R
15531,JOURNAL CLUB,CBB,511,2019 Spring Term,None,W 11:45AM - 1:00PM,LSRC D243,Timothy E Reddy,NS:R
14447,GENOME TOOLS AND TECHNOLOGIES,CBB,520,2017 Fall Term,None,TuTh 10:05AM - 11:20AM,Biological Sciences 063,Fred Dietrich,
14447,GENOME TOOLS AND TECHNOLOGIES,CBB,520,2018 Fall Term,None,TuTh 10:05AM - 11:20AM,LSRC A156,Fred Dietrich,
15067,STAT MTHDS/COMPUTATIONAL BIOLG,CBB,540,2018 Spring Term,None,Tu 11:45AM - 2:40PM,Old Chemistry 025,Sayan Mukherjee,
15067,STAT MTHDS/COMPUTATIONAL BIOLG,CBB,540,2019 Spring Term,Reserved for Computational Biology and Bioinformatics PhD students,F 8:45AM - 12:00PM,Perkins LINK 060 (Classroom 1),Li Ma: Scott C Schmidler,
16875,PRACTICAL METHODS IN CE,CEE,205,2017 Fall Term,None,TuTh 10:05AM - 11:20AM,Hudson Hall 209,David E Schaad,
16875,PRACTICAL METHODS IN CE,CEE,205,2018 Spring Term,None,W 8:30AM - 9:45AM,Hudson Hall 115A,David E Schaad,
16875,PRACTICAL METHODS IN CE,CEE,205,2018 Fall Term,None,TuTh 10:05AM - 11:20AM,Hudson Hall 139,David E Schaad,
16875,PRACTICAL METHODS IN CE,CEE,205,2019 Spring Term,None,W 8:30AM - 9:45AM,Hudson Hall 139,David E Schaad,
2046,RESEARCH INDEPENDENT STUDY,CELLBIO,493,2017 Fall Term,None,TBA,TBA,Marc G Caron,R
2046,RESEARCH INDEPENDENT STUDY,CELLBIO,493,2018 Spring Term,None,TBA,TBA,Catherine Bowes Rickman,R
2046,RESEARCH INDEPENDENT STUDY,CELLBIO,493,2018 Fall Term,None,TBA,TBA,Marc G Caron,R
2046,RESEARCH INDEPENDENT STUDY,CELLBIO,493,2019 Spring Term,None,TBA,TBA,Catherine Bowes Rickman,R
2041,INTRO TO PHYSIOLOGY,CELLBIO,503,2018 Spring Term,None,MWF 8:45AM - 9:35AM,LSRC B101,Emma R Jakoi,
2041,INTRO TO PHYSIOLOGY,CELLBIO,503,2019 Spring Term,None,TBA,TBA,Staff,
13594,STRUCTURAL BIOCHEMISTRY I,CELLBIO,658,2017 Fall Term,None,MWF 3:20PM - 4:10PM,Nanaline Duke 439,Lorena S Beese,
13594,STRUCTURAL BIOCHEMISTRY I,CELLBIO,658,2018 Fall Term,None,MWF 3:20PM - 4:10PM,Nanaline Duke 439,Lorena S Beese,
1403,STRUCTURAL BIOCHEMISTRY II,CELLBIO,659,2017 Fall Term,None,MWF 3:20PM - 4:10PM,Nanaline Duke 439,Pei Zhou,
1403,STRUCTURAL BIOCHEMISTRY II,CELLBIO,659,2018 Fall Term,None,MWF 3:20PM - 4:10PM,Nanaline Duke 439,Pei Zhou,
1406,RNA BIOLOGY,CELLBIO,668,2018 Spring Term,None,TuTh 10:05AM - 11:20AM,Perkins LINK 070 (Seminar 4),Kathryn Meyer,
1406,RNA BIOLOGY,CELLBIO,668,2019 Spring Term,None,TuTh 10:05AM - 11:20AM,Nanaline Duke 247,Kathryn Meyer,
23957,ENGAGED CITIZENS/SOCIAL CHANGE,CESC,201S,2017 Fall Term,None,W 3:05PM - 5:35PM,West Duke 212,Eric J. Mlyn,S:CCI:EI:SS
23957,ENGAGED CITIZENS/SOCIAL CHANGE,CESC,201S,2018 Fall Term,None,W 3:05PM - 5:35PM,West Duke 212,Eric J. Mlyn,S:CCI:EI:SS
25155,INDEPENDENT STUDY,CESC,391,2018 Spring Term,None,TBA,TBA,Leslie Parkins,
25155,INDEPENDENT STUDY,CESC,391,2019 Spring Term,None,TBA,TBA,David Michael Malone,
2313,FIRST-YEAR SEMINAR (TOP),CHEM, 89S,2019 Spring Term,Prereq: First year: First year with exception or Transfer students only,MWF 10:20AM - 11:10AM,French Science 2237,Emily Derbyshire,S:NS:STS
2315,CHEM/TECHNOL/SOCIETY,CHEM,91,2018 Spring Term,None,TuTh 1:25PM - 2:40PM,French Science 2237,Dewey G McCafferty,NS:STS
2315,CHEM/TECHNOL/SOCIETY,CHEM,91,2018 Fall Term,None,TuTh 1:25PM - 2:40PM,French Science 2237,Dewey G McCafferty,NS:STS
19065,METHODS SOCIAL POLICY RESEARCH,CHILDPOL,241,2018 Spring Term,None,TBA,TBA,Staff,QS:SS:R
17911,CHILD POLICY RESEARCH,CHILDPOL,250S,2017 Fall Term,None,TuTh 11:45AM - 1:00PM,Friedl Bldg 216,Megan M Golonka,S:SS:R
17911,CHILD POLICY RESEARCH,CHILDPOL,250S,2018 Spring Term,None,TuTh 1:25PM - 2:40PM,Sanford 225,Clara G Muschkin,S:SS:R
17911,CHILD POLICY RESEARCH,CHILDPOL,250S,2018 Fall Term,None,TuTh 11:45AM - 1:00PM,Crowell Building 108,Megan M Golonka,S:SS:R
17911,CHILD POLICY RESEARCH,CHILDPOL,250S,2019 Spring Term,None,TuTh 1:25PM - 2:40PM,Sanford Room TBA,Clara G Muschkin,S:SS:R
18255,SP TOP: CHILD POLICY RESEARCH,CHILDPOL,290,2018 Spring Term,None,TuTh 3:05PM - 4:20PM,Rubenstein Hall 151,Sarah A G Komisarow,QS:SS
23683,FIRST YEAR CHINESE IN REVIEW I,CHINESE,105,2018 Fall Term,None,WF 11:45AM - 1:00PM,Trent Hall 035,Fangyuan Shang: Kun Shan Carolyn Lee,FL
21967,INTRODUCTION TO CHURCH HISTORY,CHURHST,708,2018 Spring Term,Reserved for Master of Arts in Christian Practice (MACP) Students Only,TuWThFS 9:00AM - 12:15PM,TBA,Catherine C Bowler: Robert Douglas,S
21967,INTRODUCTION TO CHURCH HISTORY,CHURHST,708,2019 Spring Term,Reserved for Master of Arts in Christian Practice (MACP) Students Only,TuWThFS 9:00AM - 12:15PM,Westbrook 031,Katie M Benjamin,S
18272,INTRO TO ECCLESIASTICAL LATIN,CHURHST,760,2018 Fall Term,None,TuThF 1:30PM - 2:20PM,Gray 110,Brendan Winfield-Sult Case,
2523,SPIRITUAL FORMATN GROUPS,CHURMIN,700,2017 Fall Term,None,Tu 8:30AM - 9:45AM,TBA,Meghan F Benson,
2523,SPIRITUAL FORMATN GROUPS,CHURMIN,700,2018 Spring Term,None,Tu 8:30AM - 9:45AM,TBA,Meghan F Benson: Sonja H Tilley,
2523,SPIRITUAL FORMATN GROUPS,CHURMIN,700,2018 Fall Term,None,Tu 8:30AM - 9:45AM,TBA,Meghan F Benson,
2523,SPIRITUAL FORMATN GROUPS,CHURMIN,700,2019 Spring Term,None,Tu 8:30AM - 9:45AM,TBA,Meghan F Benson: Nohemi Ramirez,
17806,ANGLICAN SPIRITUAL FORMATION,CHURMIN,704,2017 Fall Term,None,TBA,TBA,Meghan F Benson,S
17806,ANGLICAN SPIRITUAL FORMATION,CHURMIN,704,2018 Spring Term,None,TBA,TBA,Meghan F Benson: Sonja H Tilley,S
17806,ANGLICAN SPIRITUAL FORMATION,CHURMIN,704,2018 Fall Term,None,TBA,TBA,Joseph Daniel Car Ananias: Meghan F Benson,S
17806,ANGLICAN SPIRITUAL FORMATION,CHURMIN,704,2019 Spring Term,None,TBA,TBA,Christopher A Beeley: Meghan F Benson,S
18808,ADVANCED SPIRITUAL FORMATION,CHURMIN,705,2017 Fall Term,None,Tu 12:20PM - 1:30PM,Langford 0044,Edward Rommen: Meghan F Benson,
18808,ADVANCED SPIRITUAL FORMATION,CHURMIN,705,2018 Spring Term,None,Tu 12:20PM - 1:30PM,TBA,Edward Rommen: Lehman Benson III: Sonja H Tilley,
18808,ADVANCED SPIRITUAL FORMATION,CHURMIN,705,2018 Fall Term,None,TBA,TBA,Staff,
16850,INTRO TO MINSTRY OF PREACHNG,CHURMIN,760,2017 Fall Term,Reserved for Student Pastors Only,W 8:30AM - 11:00AM,Langford 0041,Jerusha M Neal,S
16850,INTRO TO MINSTRY OF PREACHNG,CHURMIN,760,2018 Fall Term,Reserved for First-Year Student Pastors,W 8:30AM - 11:00AM,Langford 0041,Charles L Campbell,S
2728,FIRST-YEAR SEMINAR (TOP),CLST, 89S,2018 Spring Term,Prereq: First year: First year with exception or Transfer students only,TuTh 1:25PM - 2:40PM,Smith Warehouse Bay 9 A290,Maurizio Forte,S:CZ
2728,FIRST-YEAR SEMINAR (TOP),CLST, 89S,2019 Spring Term,Prereq: First year: First year with exception or Transfer students only,W 3:05PM - 5:25PM,Allen 226,Jose M. Gonzalez,S:ALP:CCI:CZ:EI
2759,PRINCIPLES ARCHAEOLOGY,CLST,144,2018 Fall Term,None,WF 11:45AM - 1:00PM,Languages 211,Kyle A Jazwa,CCI:CZ:EI
24705,CLASSICAL ETYMOLOGY,CLST,151,2017 Fall Term,None,WF 1:25PM - 2:40PM,Allen 226,Rex Crews,CCI:SS
22906,HIST & CULT VIZ PROSEMINAR 1,CMAC,580S,2018 Fall Term,None,Tu 1:40PM - 4:10PM,Smith Warehouse Bay 11 A233,Victoria E Szabo,S:ALP:STS
22905,HIST & CULT VIZ PROSEMINAR 2,CMAC,581S,2018 Spring Term,None,M 1:25PM - 3:55PM,Smith Warehouse Bay 11 A233,Mark J. V. Olson,S:ALP:STS
22905,HIST & CULT VIZ PROSEMINAR 2,CMAC,581S,2019 Spring Term,None,Th 10:05AM - 12:35PM,Smith Warehouse Bay 11 A233,Annabel Wharton: Mark J. V. Olson,S:ALP:STS
25098,INDIVIDUAL IND STUDY,CMAC,591,2018 Spring Term,None,TBA,TBA,Departmental Staff,
25098,INDIVIDUAL IND STUDY,CMAC,591,2018 Fall Term,None,TBA,TBA,Departmental Staff,
25098,INDIVIDUAL IND STUDY,CMAC,591,2019 Spring Term,None,TBA,TBA,Departmental Staff,
25557,MEMBRANE BIOLOGY,CMB,631,2019 Spring Term,Reserved for Graduate Students: Open to Undergraduate Students by Instructor Permission,MWF 10:05AM - 11:20AM,Nanaline Duke 247,Seok-Yong Lee,
23893,QUANT APPROACH BIO PROBLEMS,CMB,640,2018 Spring Term,None,TuTh 2:00PM - 3:30PM,See Instructor/Department,Daniel J Lew: Stefano Di Talia,
23893,QUANT APPROACH BIO PROBLEMS,CMB,640,2019 Spring Term,None,TuTh 2:00PM - 3:30PM,Nanaline Duke 437,Daniel J Lew: Stefano Di Talia,
13594,STRUCTURAL BIOCHEMISTRY I,CMB,658,2017 Fall Term,None,MWF 3:20PM - 4:10PM,Nanaline Duke 439,Lorena S Beese,
13594,STRUCTURAL BIOCHEMISTRY I,CMB,658,2018 Fall Term,None,MWF 3:20PM - 4:10PM,Nanaline Duke 439,Lorena S Beese,
25187,CELL & MOLEC BIO MODULE I,CMB,710A,2018 Fall Term,None,MWF 10:20AM - 11:40AM,LSRC C144,Daniel J Lew,S
25188,CELL & MOLEC BIO MODULE II,CMB,710B,2018 Fall Term,None,MWF 10:20AM - 11:40AM,Nanaline Duke 437,Michel Bagnat,S
2586,PROGRAMMING/PROBLEM SOLVING,COMPSCI,94,2018 Spring Term,None,TuTh 8:30AM - 9:45AM,LSRC D106,Susan H Rodger,QS
2586,PROGRAMMING/PROBLEM SOLVING,COMPSCI,94,2018 Fall Term,None,TuTh 8:30AM - 9:45AM,LSRC D106,Susan H Rodger,QS
2586,PROGRAMMING/PROBLEM SOLVING,COMPSCI,94,2019 Spring Term,None,TuTh 10:05AM - 11:20AM,LSRC D106,Susan H Rodger,QS
13180,CONTINUATION,CONTDIV,1,2017 Fall Term,None,TBA,TBA,Randy L Maddox,
13180,CONTINUATION,CONTDIV,1,2018 Spring Term,None,TBA,TBA,Randy L Maddox,
13180,CONTINUATION,CONTDIV,500,2018 Fall Term,None,TBA,TBA,Randy L Maddox,
13180,CONTINUATION,CONTDIV,500,2019 Spring Term,None,TBA,TBA,Jerusha M Neal,
18963,STUDY AWAY,CONTDIV,2,2017 Fall Term,None,TBA,TBA,Staff,
18963,STUDY AWAY,CONTDIV,2,2018 Spring Term,None,TBA,TBA,William B Gunter,
18963,STUDY AWAY,CONTDIV,525,2019 Spring Term,None,TBA,TBA,Staff,
19482,PARISH-BASED CPE-DUKE HOSPITAL,CPE,75,2017 Fall Term,None,TBA,TBA,Matthew Floding,
19482,PARISH-BASED CPE-DUKE HOSPITAL,CPE,75,2018 Spring Term,None,TBA,TBA,Matthew Floding: Rhonda R Parker,
