rta10,019233,2013 Fall Term
jaw109,009074,2013 Fall Term
tkm19,022837,2016 Fall Term
anw41,003313,2017 Fall Term
dyc6,024200,2017 Spring Term
rkc21,019471,2017 Spring Term
jag88,023470,2016 Spring Term
js744,018507,2018 Spring Term
wje4,017035,2013 Spring Term
vr80,003559,2017 Spring Term
rln11,023071,2018 Spring Term
yg90,016992,2016 Spring Term
jem84,021324,2016 Fall Term
crw37,011266,2014 Spring Term
ny32,020007,2014 Fall Term
jag88,005821,2017 Fall Term
ah418,011325,2017 Spring Term
es324,001470,2015 Spring Term
ckm10,025007,2018 Fall Term
lhr12,021881,2014 Fall Term
njd21,018611,2013 Spring Term
jz267,007980,2015 Fall Term
scc57,017365,2016 Spring Term
yt83,021952,2014 Fall Term
jf266,015760,2013 Fall Term
jpd39,021534,2013 Spring Term
mrm63,020755,2016 Spring Term
aeh64,001326,2017 Fall Term
il35,018126,2014 Fall Term
ah412,012940,2018 Fall Term
jar131,002416,2013 Fall Term
jjb56,003189,2018 Fall Term
mth38,003558,2019 Spring Term
ame49,001672,2015 Spring Term
wim3,004160,2016 Fall Term
bw144,001494,2015 Fall Term
dcf22,022801,2017 Fall Term
av141,024403,2017 Fall Term
cc555,022423,2017 Fall Term
jy234,023622,2016 Spring Term
kdg21,008982,2018 Spring Term
cc507,008851,2016 Spring Term
jhw17,023215,2018 Spring Term
ta124,007702,2019 Spring Term
lst16,012685,2013 Fall Term
mad91,016292,2014 Fall Term
bag40,020062,2016 Spring Term
dak36,018790,2017 Spring Term
ql84,015831,2013 Fall Term
alm127,023139,2015 Spring Term
amw109,019656,2013 Spring Term
bt74,017438,2013 Fall Term
zd14,013570,2014 Spring Term
mfs41,019037,2015 Spring Term
gt83,006053,2015 Fall Term
hgr8,020567,2015 Fall Term
iru2,010194,2018 Spring Term
kl318,005118,2013 Spring Term
obr,001681,2014 Spring Term
cbd27,021114,2017 Fall Term
mh455,020870,2014 Spring Term
nne4,023316,2015 Fall Term
sy163,019060,2016 Spring Term
ajs118,023125,2019 Spring Term
tjm42,003696,2017 Fall Term
jc705,024487,2018 Spring Term
mpg31,017292,2015 Spring Term
vtr3,023104,2018 Fall Term
seg60,017299,2016 Fall Term
ckt3,005921,2015 Spring Term
jcw83,022768,2016 Fall Term
bello03w,024646,2018 Spring Term
gg95,007090,2017 Spring Term
dd198,023985,2018 Fall Term
nxw,016875,2014 Spring Term
lms113,019805,2013 Fall Term
djm53,024715,2018 Spring Term
psm28,021948,2013 Fall Term
nh140,018507,2017 Spring Term
ab539,015794,2016 Fall Term
skh37,022820,2015 Spring Term
fg71,018250,2016 Fall Term
ejc40,005030,2015 Fall Term
ajw83,016342,2015 Fall Term
ag469,004773,2015 Fall Term
rln18,018868,2016 Spring Term
mg332,024305,2018 Spring Term
cp272,020485,2016 Spring Term
tb168,021386,2015 Spring Term
aj267,003519,2019 Spring Term
jsy9,024171,2019 Spring Term
ger10,025052,2018 Fall Term
jbk41,006089,2018 Fall Term
ptx,017367,2019 Spring Term
ks512,008925,2018 Spring Term
cmb156,021433,2013 Spring Term
ecm49,002669,2018 Fall Term
kb347,017339,2018 Fall Term
wkm6,019940,2017 Fall Term
zrm6,023960,2017 Spring Term
hlw26,023642,2019 Spring Term
bello03w,012665,2014 Fall Term
hej4,012991,2014 Fall Term
eg142,005978,2014 Fall Term
cdg49,019133,2014 Spring Term
ame45,005824,2017 Fall Term
akk33,023495,2016 Spring Term
xz234,002205,2014 Spring Term
mj187,016056,2017 Fall Term
gn20,022930,2015 Spring Term
kda12,004082,2015 Spring Term
ejw38,021758,2018 Spring Term
lj138,003491,2017 Spring Term
eeo6,018283,2014 Fall Term
rl238,007530,2014 Fall Term
kdm33,020039,2014 Spring Term
jsb99,020566,2018 Fall Term
rcs47,023500,2016 Spring Term
cgm37,002959,2015 Fall Term
aca22,022175,2014 Spring Term
dyckm02w,003861,2018 Fall Term
zjb4,023928,2016 Fall Term
jc571,017811,2015 Spring Term
rsh33,022668,2019 Spring Term
lotto02c,007280,2015 Fall Term
ecb54,021429,2013 Spring Term
ns216,013570,2014 Spring Term
jfm41,017185,2013 Spring Term
nas60,017875,2018 Spring Term
ek138,023981,2016 Fall Term
ima12,003150,2014 Spring Term
yl479,013899,2017 Fall Term
aed41,019546,2018 Fall Term
dgs29,018622,2013 Spring Term
wmp10,008776,2018 Spring Term
ldm40,021563,2013 Spring Term
arb130,014361,2018 Fall Term
rpk13,013930,2019 Spring Term
cp218,022027,2014 Spring Term
sdl25,008464,2013 Fall Term
jft11,020917,2013 Spring Term
aj276,001494,2014 Fall Term
rrk19,020270,2013 Fall Term
eab94,015820,2014 Spring Term
fyf,004048,2014 Fall Term
mah138,002631,2017 Spring Term
oo21,003704,2013 Spring Term
popow02g,020589,2014 Fall Term
rk238,013687,2015 Spring Term
awm27,021903,2018 Fall Term
jw606,001705,2017 Spring Term
sed66,018505,2016 Fall Term
gyc4,022612,2019 Spring Term
am715,002651,2019 Spring Term
rugar02g,022771,2019 Spring Term
bcl22,004766,2017 Fall Term
caw49,006926,2013 Spring Term
rg203,021710,2016 Fall Term
sbw25,012986,2013 Spring Term
cat54,022108,2017 Fall Term
mz135,022357,2016 Spring Term
gx15,021735,2017 Fall Term
nbs14,020734,2013 Spring Term
eth14,020485,2013 Spring Term
mlc101,002556,2017 Spring Term
lx66,009652,2013 Fall Term
ojc4,025144,2019 Spring Term
tl126,010050,2018 Fall Term
asj19,004177,2013 Spring Term
vaa14,024467,2017 Fall Term
jch79,024301,2017 Spring Term
be41,006947,2017 Fall Term
pds21,003857,2013 Fall Term
yf57,010556,2016 Fall Term
xg41,022931,2015 Spring Term
wje4,017475,2018 Spring Term
rrg8,002604,2019 Spring Term
gs183,001708,2014 Spring Term
mwb40,024905,2019 Spring Term
dwe8,001623,2014 Spring Term
jjs95,008790,2013 Spring Term
sks36,024491,2017 Fall Term
tle17,022807,2019 Spring Term
mal80,014541,2013 Fall Term
idm8,003672,2015 Fall Term
aac57,003111,2017 Spring Term
rea24,023577,2016 Fall Term
ra138,021758,2013 Spring Term
zsb4,023756,2016 Spring Term
ecb52,012997,2017 Spring Term
and36,019538,2014 Fall Term
vc75,013748,2019 Spring Term
srb67,016959,2016 Fall Term
jw562,007595,2017 Fall Term
mls103,003506,2014 Fall Term
tdl19,022458,2015 Fall Term
ars94,010181,2018 Spring Term
anb65,001478,2016 Spring Term
fz52,020139,2016 Spring Term
jrl53,022141,2016 Fall Term
cab159,009175,2017 Fall Term
dmt38,025052,2018 Fall Term
sca21,022896,2017 Spring Term
zj45,021337,2018 Spring Term
jlb142,017440,2016 Spring Term
kzl2,008768,2013 Spring Term
dat3,008820,2019 Spring Term
bel1,001344,2013 Spring Term
rds58,007906,2017 Fall Term
csh52,024444,2017 Fall Term
ccc57,003606,2017 Fall Term
lsr26,024996,2018 Fall Term
dms,000670,2017 Spring Term
yl553,010847,2016 Spring Term
hd92,018446,2017 Fall Term
dgo4,019025,2016 Fall Term
pmm48,022404,2017 Fall Term
cfo5,021434,2015 Spring Term
gmf9,002953,2014 Spring Term
tlt38,020484,2017 Fall Term
qp9,002163,2014 Spring Term
cbr19,016297,2016 Spring Term
tw194,025069,2018 Fall Term
nmr21,001057,2016 Fall Term
kam171,016847,2013 Fall Term
vs114,024155,2018 Spring Term
sf218,002176,2013 Fall Term
bab102,019731,2013 Fall Term
bts13,024427,2017 Fall Term
cdu5,023418,2015 Fall Term
sgk6,015966,2015 Fall Term
xx63,024709,2019 Spring Term
ljr18,019505,2017 Fall Term
tb258,020062,2015 Fall Term
jdc99,017351,2013 Spring Term
mcv9,019216,2018 Fall Term
ky77,001521,2015 Fall Term
av132,006952,2013 Fall Term
eas90,022920,2016 Fall Term
clt46,007104,2017 Fall Term
jnc42,006922,2014 Spring Term
ava14,024035,2016 Fall Term
yh242,005985,2015 Fall Term
ob29,024297,2017 Fall Term
rs455,014709,2018 Spring Term
nrs26,022251,2014 Spring Term
mh358,021603,2013 Fall Term
jlb152,002041,2015 Fall Term
jag90,003920,2014 Fall Term
thomp07w,023486,2018 Fall Term
wjl11,001623,2013 Spring Term
tjs78,020496,2013 Fall Term
nwc13,002177,2013 Spring Term
mkp23,024276,2017 Spring Term
sbw33,017453,2019 Spring Term
cv54,017440,2014 Fall Term
njd18,017310,2016 Spring Term
kv60,012688,2014 Fall Term
dl188,019630,2018 Fall Term
ygg,013886,2014 Fall Term
ab629,008395,2019 Spring Term
caw49,016241,2017 Fall Term
wlc11,007141,2017 Fall Term
ag478,023438,2018 Spring Term
mv132,002598,2015 Fall Term
jw496,001545,2013 Fall Term
ddk6,019556,2018 Spring Term
kmf34,020742,2016 Spring Term
ceh50,016847,2016 Spring Term
zda2,019008,2017 Fall Term
emw61,007384,2016 Spring Term
bhs11,002366,2013 Fall Term
ajd43,001504,2018 Fall Term
dg189,024551,2018 Fall Term
ald57,017584,2013 Spring Term
lbb15,021363,2015 Spring Term
kmw106,020307,2018 Fall Term
kvb7,019581,2018 Spring Term
yl501,023557,2019 Spring Term
kp140,020829,2018 Spring Term
hrm18,008402,2017 Fall Term
amg33,021441,2016 Spring Term
mm738,024258,2017 Spring Term
hz163,007415,2016 Spring Term
arc75,023121,2016 Spring Term
hjb11,024190,2017 Spring Term
msm98,006885,2013 Spring Term
yt130,020060,2015 Spring Term
sfl3,023050,2016 Fall Term
mim16,021371,2013 Spring Term
cac156,015005,2017 Spring Term
ck226,015926,2014 Spring Term
mrs93,013089,2018 Spring Term
tt123,007416,2013 Fall Term
bs269,015961,2013 Fall Term
an174,017088,2013 Spring Term
amb230,021482,2017 Spring Term
kdv8,003775,2015 Spring Term
sr342,008391,2017 Spring Term
hda2,023411,2018 Fall Term
neged02g,022783,2017 Spring Term
aa381,020744,2017 Fall Term
as882,010184,2018 Spring Term
ker40,022675,2017 Spring Term
am534,019417,2013 Spring Term
ob24,016877,2013 Fall Term
mrm38,016958,2014 Spring Term
njf9,013023,2015 Spring Term
yns3,003607,2017 Spring Term
ecb5,003917,2014 Spring Term
rvd5,009105,2014 Spring Term
kep45,020870,2013 Spring Term
hmn9,023133,2017 Fall Term
tmr28,021605,2019 Spring Term
ds452,009104,2018 Fall Term
al344,015743,2019 Spring Term
tjs66,019130,2017 Spring Term
dgg8,021540,2018 Spring Term
abs72,023264,2018 Fall Term
dyw5,021672,2016 Fall Term
nnc4,015741,2016 Spring Term
krc47,001855,2013 Spring Term
mje30,011623,2013 Fall Term
ns244,002313,2016 Fall Term
nsw16,025026,2019 Spring Term
nam02w,002606,2013 Fall Term
hsh14,003450,2016 Spring Term
kl317,018407,2016 Spring Term
eha16,024457,2018 Fall Term
vp94,023228,2015 Fall Term
oa55,023414,2017 Spring Term
tak30,021671,2013 Spring Term
sx43,021540,2014 Fall Term
rp161,015640,2013 Spring Term
rl211,014607,2015 Fall Term
ktp12,019790,2013 Fall Term
kpr21,006547,2014 Spring Term
hs240,023659,2016 Spring Term
aps54,015053,2017 Spring Term
khs22,020928,2017 Spring Term
aja26,019016,2014 Spring Term
oam4,020492,2014 Fall Term
nlb36,010449,2013 Spring Term
amb200,024127,2017 Spring Term
cc459,024154,2017 Fall Term
erk14,013583,2014 Fall Term
dtc17,007101,2016 Fall Term
knz,016847,2016 Spring Term
eap57,025475,2019 Spring Term
cbp25,008459,2015 Spring Term
cp206,002604,2017 Fall Term
js690,003713,2017 Spring Term
abb56,001359,2018 Spring Term
xl211,010237,2013 Fall Term
jakku02g,024684,2018 Spring Term
lb298,022688,2015 Fall Term
nri3,006697,2013 Fall Term
cjf39,020290,2016 Fall Term
cpd23,001687,2016 Fall Term
ecd18,023820,2019 Spring Term
rvd5,013687,2016 Spring Term
rhw4,017089,2013 Spring Term
asf45,023816,2018 Spring Term
lns24,020585,2015 Fall Term
jw439,021070,2019 Spring Term
asv13,022205,2017 Spring Term
hjp6,015210,2019 Spring Term
smd73,021386,2019 Spring Term
ldd13,003284,2017 Fall Term
ecw42,015837,2018 Spring Term
sc441,001359,2014 Spring Term
ahk23,024824,2018 Fall Term
zek3,020351,2013 Spring Term
aja26,017430,2018 Fall Term
wkh11,013886,2016 Fall Term
zc85,022914,2017 Spring Term
lai3,008827,2018 Spring Term
hac16,020176,2013 Spring Term
nf62,005563,2019 Spring Term
gs103,022424,2018 Fall Term
pg110,009332,2013 Fall Term
dg189,004434,2016 Spring Term
nb188,009815,2013 Spring Term
skm44,023232,2016 Spring Term
bjr42,006321,2018 Fall Term
aw241,015245,2014 Fall Term
mn187,018750,2018 Fall Term
kl300,001465,2015 Fall Term
trt17,017581,2013 Fall Term
mcm99,016033,2017 Fall Term
pf66,001702,2017 Fall Term
tp157,024683,2019 Spring Term
dad34,024328,2018 Fall Term
krw42,021923,2014 Spring Term
chp22,021352,2016 Fall Term
ad395,010203,2018 Spring Term
jkl36,015570,2014 Fall Term
jh625,008825,2018 Spring Term
yz449,009900,2018 Fall Term
fj17,022471,2014 Fall Term
pev2,024193,2017 Fall Term
ap474,005386,2018 Fall Term
rrw23,009311,2013 Fall Term
de62,023744,2019 Spring Term
kl303,004205,2014 Spring Term
lma39,022558,2018 Fall Term
dcd24,025030,2018 Fall Term
rl193,019369,2016 Spring Term
ab629,009691,2014 Fall Term
nbt7,008088,2018 Spring Term
jpg40,021505,2015 Fall Term
mtr26,024925,2018 Fall Term
xj18,022107,2017 Spring Term
nb195,021245,2017 Spring Term
bll30,021323,2019 Spring Term
sm689,013740,2014 Spring Term
nbm11,024680,2018 Spring Term
mm128,014956,2019 Spring Term
sfl3,016338,2019 Spring Term
saa37,002842,2017 Fall Term
mcd62,022556,2014 Fall Term
has33,017430,2015 Fall Term
jrd27,017414,2016 Spring Term
alc87,001540,2013 Spring Term
wlg14,018960,2014 Fall Term
srb68,024882,2018 Spring Term
dw253,006920,2013 Spring Term
apc30,003607,2019 Spring Term
kog,023626,2016 Spring Term
bp144,024944,2018 Fall Term
